COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,LLM_SUMMARY,LABEL,UMAP_1,UMAP_2,SUBCATEGORY
299,Economic recovery & small business support,We need federal assistance no strings attached just like in every other disaster. We need FEMA!,Financial Aid Distribution,"We need unconditional federal assistance and FEMA support, just like other disaster victims receive.",Federal Aid Priority,-19.639932632,-1.81917429,Support Direct Financial Aid
607,Financial & legal assistance,Many people's insurances pulled out and now they are left with nothing. Steps need to be taken to ensure that people can get the money they deserve to rebuild.,Financial Aid Distribution,"Insurance companies abandoned homeowners, leaving them without funds to rebuild. We need to ensure people receive the financial support they deserve.",Insurance Coverage Priority,-13.646123886,-1.435586929,Address Insurance Coverage Gaps
781,Financial & legal assistance,"If all of the homes that will be rebuilt are required to have sprinklers and water systems, then the State of California needs to subsidize the added cost of that for rebuilding survivors of the fires.  

Or, waivers need to be given so that the County of LA can allow its communities to rebuild many of the historic homes that were lost, without adding to the burden of the rebuild.  

This can be addressed in many ways, via grants, tax rebates and tax amnesty programs.",Financial Aid Distribution,"State should subsidize required fire safety upgrades for rebuilding survivors through grants and tax rebates, or waive requirements to avoid burdening homeowners.",Government Financial Support,-15.610542297,-5.191444397,Support Direct Financial Aid
414,Economic recovery & small business support,"Streamlining support for small businesses to revitalize neighborhoods, please! Let the fruit carts and taco trucks thrive!",Financial Aid Distribution,Small businesses like fruit carts and taco trucks need priority access to financial support to help neighborhoods recover.,Small Business Priority,-11.255337715,-6.583449841,Support Local Small Business Recovery
550,Climate & community resilience,"Ensuring that people with disabilities and seniors be a targeted priority outreach, evacuation, and support population for all natural disasters, such as wild fires.",Financial Aid Distribution,"Prioritize disabled people and seniors for disaster support, evacuation assistance, and financial aid during wildfires.",vulnerable populations prioritized,-19.51149559,-5.563061714,Support Direct Financial Aid
1143,Emotional & mental health support ,This hasn't been a large problem for my wife and myself. But we have met many other survivors that do need some assistance in this area. Offering online assistance might be a great solution for those that have access to online assistance. Perhaps some group sessions of those suffering similar afflictions might be beneficial too. Offering cultural appropriate group sessions with multilingual would be a good idea too.,Financial Aid Distribution,"Financial aid should be accessible online, but also through in-person multilingual group sessions to help those who need assistance.",accessibility equity focus,-20.220201492,-5.459864616,Support Direct Financial Aid
697,Infrastructure & utilities restoration,"I am writing to bring attention to a critical gap in the recent executive order issued by Governor Gavin Newsom to expedite rebuilding efforts for residents affected by the current Los Angeles County wildfires. While this order offers a lifeline to those impacted by the Palisades and Eaton Fires, it excludes countless residents who have been struggling to rebuild their lives and homes after previous disasters, such as the Woolsey Fire (2018), Franklin Fire (2024),Mountain Fire(2024) Bobcat Fire (2020), Creek Fire (2017), Sand Fire (2016), La Tuna Fire (2017), and Saddleridge Fire (2019). I am sure there are others that I am missing.


These past fires left thousands of Californians grappling with complex permitting processes.",Financial Aid Distribution,"Financial assistance for rebuilding should include residents impacted by previous LA County fires, not just those affected by recent Palisades and Eaton fires.",prioritize recent victims,-16.701591492,-5.51587534,Support Direct Financial Aid
372,Economic recovery & small business support,"Yes, grants to business owners who lost everything is essential as they are an essential part of any community and keep the communities running.",Financial Aid Distribution,Small business owners deserve financial aid since they're vital to our community's survival - they lost everything and need help to rebuild.,Business Recovery Priority,-10.655580521,-5.687702179,Support Local Small Business Recovery
668,Economic recovery & small business support,Grants should go to small businesses and individuals who have been established in the community.,Financial Aid Distribution,Small businesses and established community members should be prioritized for disaster relief grants.,Local Business Priority,-10.195126534,-5.149432659,Support Local Small Business Recovery
1177,Economic recovery & small business support,local business is critical but often a forgotten stakeholders in all of this.  they need to be prioritized.,Financial Aid Distribution,Small businesses are often forgotten stakeholders in disaster recovery and should be prioritized when distributing financial assistance.,Business Priority Assistance,-10.775330544,-5.404322147,Support Local Small Business Recovery
436,Emotional & mental health support ,"This will be money wasted on something that people can access through insurance, a plethora of online services/apps.",Financial Aid Distribution,Insurance already covers these needs. Additional financial assistance would be wasteful when other resources are available.,Insurance Covers Needs,-15.846261024,-0.2630495727,Address Insurance Coverage Gaps
354,Economic recovery & small business support,"Restaurants and small businesses everywhere in LA, not just the burn zones, need help.",Financial Aid Distribution,"Small businesses across LA need financial assistance, not just those directly in wildfire-affected areas.",Broad Economic Support,-11.056685448,-6.465961456,Support Local Small Business Recovery
286,Prioritize recovery themes,We need help with insurance claims. State Farm and other insurance companies are blatantly violating the law by issuing blanket denials of many types of claims. We shouldn't all need to hire attorneys to get the insurance companies to honor our policies.,Financial Aid Distribution,"Insurance companies are wrongfully denying claims, forcing us to hire lawyers just to receive the coverage we paid for.",Insurance Company Accountability,-12.33997345,-1.387120247,Address Insurance Coverage Gaps
646,Prioritize recovery themes,Force Insurance Companies to cover toxin testing inside smoke damaged homes. If the health department says we should be concerned about this why does insurance refuse to cover it? How can we feel safe moving back in our homes. The testing is very expensive…$5-$10 thousand depending on tests necessary. We paid close to $7000.00 out of pocket and are awaiting results. Many do not have the resources to pay for this themselves.,Financial Aid Distribution,"Insurance companies won't cover $5,000-$10,000 toxin testing in smoke-damaged homes, forcing residents to pay out-of-pocket. Many can't afford these essential",Insurance Coverage Fairness,-13.982943535,-1.213069916,Address Insurance Coverage Gaps
298,Financial & legal assistance,"The insurance market is a disaster. I was told days before the fire that my insurance carrier no longer met the rating requirements of my mortgage lender so I cancelled my insurance policy effective 1/10/25 while my wife and I were getting quotes with other companies. We were going to be underwritten on 1/10/25 but the moratorium after the fires stopped that process and we couldn’t reinstate our previous policy because I cancelled it before the fires but it wouldn’t fulfill my mortgage requirements anyways. After 10 days of no insurance immediately after the fires, we joined the FAIR plan and then got charged an insane amount from our lender for the lapse in insurance coverage. My house didn’t burn and still no word from other insurers!",Financial Aid Distribution,"Insurance companies left us stranded before the fire, then we couldn't get new coverage due to fire moratorium. Now stuck paying excessive rates through FAIR plan.",Insurance Market Failure,-12.543510437,-1.596395135,Address Insurance Coverage Gaps
479,Housing & rebuilding,Attention to roadblocks due to Trump's tariffs and deportations. Please provide a safe place for undocumented immigrants who want to help us rebuild.,Financial Aid Distribution,"Undocumented immigrants need protection and inclusion in rebuilding efforts, but current policies create barriers to their participation in disaster recovery.",Immigration Status Fairness,-17.627567291,-3.213558197,Support Direct Financial Aid
269,Financial & legal assistance,"The city needs to build more public affordable housing and change zoning restrictions to allow for more multi-use properties. Those affected by the fires and those already facing housing insecurity are facing price gouging of rents and over-inflated property values making it impossible to live in this city, even before the fires.",Financial Aid Distribution,"Fires worsen housing affordability crisis - victims face price gouging and inflated rents, making it impossible to stay in the city.",Housing Access Priority,-17.842956543,-6.353798389,Support Direct Financial Aid
383,Wildfire prevention prioritization & accountability,Our fire fighters need better benefits to secure their families futures. It does no good to fund these programs and under pay the people to do this highly dangerous job,Financial Aid Distribution,"Firefighters deserve better pay and benefits given the dangerous nature of their work, not just program funding.",Prioritize First Resp,-16.700839996,-7.280726433,Support Direct Financial Aid
566,Emergency communication,I need help with resources. I was just informed that I have to move because my Landlord is not trying to professionally clean my place even though it is against the law.,Financial Aid Distribution,"Landlord won't professionally clean after fire damage, forcing me to move. I need financial assistance but don't know where to get help.",Landlord Tenant Rights,-18.794254303,-6.0493927,Support Direct Financial Aid
606,Emergency communication,"The DRCs are a great resource, but people are overwhelmed and some have trouble getting to them. We need some form of community outreach that potentially goes to people as opposed to requiring them to come to the DRC.",Financial Aid Distribution,"We need mobile outreach services to bring disaster assistance directly to people, since many struggle to reach the Disaster Recovery Centers.",accessibility versus centralization,-20.652828217,-4.305540085,Support Direct Financial Aid
1063,Economic recovery & small business support,We still need tax revenue for essential services like disaster recovery. Raising taxes on worker classes while dropping taxes on business has been proven to hurt the state of CA in the long run. We should not go back.,Financial Aid Distribution,Raising taxes on workers while lowering business taxes hurts California's ability to fund essential disaster recovery services.,Progressive Tax Support,-20.486509323,-0.7721381187,Support Direct Financial Aid
1146,Economic recovery & small business support,Supporting local businesses should   be a very high priority. With restricted traffic and homeowners evacuation it will be extremely difficult for local businesses to continue to operate profitably. I worked from my home and lost everything in the fire. IT has proven very difficult trying to operate my business without my tools of office files. Grants have helped but it hasn't been enough.  I see millions of dollars being raised for fire relief but it hasn't really helped us so far.,Financial Aid Distribution,"Grants helped but weren't enough. Despite millions raised for fire relief, local businesses like mine struggle to survive after losing everything.",Business Recovery Priority,-10.24871254,-6.620184422,Support Local Small Business Recovery
960,Housing & rebuilding,FEMA-like trailers parked in public lots with help nearby,Financial Aid Distribution,Provide temporary housing in public lots with nearby support services.,temporary housing priority,-18.241077423,-3.442457914,Support Direct Financial Aid
685,Debris removal & environmental recovery,"Debris removal, absolutely.  habitat restoration, that can wait.  Take care of the immediate needs first.",Financial Aid Distribution,Prioritize immediate needs like debris removal first. Habitat restoration can wait until later.,immediate needs priority,-18.771535873,-1.711616278,Support Direct Financial Aid
741,Prioritize recovery themes,"We live in a place that has fire vegetation that needs to have fire in order to replant. The more suppression you do, the worse the consequence. We need to find a way to balance. We need to ensure that housing goes to people and not corporations. We need to put the human back in humanity. No one should have to go bankrupt to sleep somewhere. Remove the double rents for renters affected by the fires. So many people are going to be sick and die from the toxins, we need to be ready.",Financial Aid Distribution,"Housing assistance should prioritize people over corporations, and renters shouldn't pay double rent when displaced by fires.",Housing Access Priority,-18.490364075,-5.874059677,Support Direct Financial Aid
716,Financial & legal assistance,Provide private adjusters at no cost for people with the holdout companies on personal property. There are not enough reputable affordable adjusters and many are scammers.,Financial Aid Distribution,"Insurance companies should provide free private adjusters since reputable ones are scarce and expensive, while scammers prey on disaster victims.",Equitable Insurance Support,-14.412883759,0.5916703939,Address Insurance Coverage Gaps
1205,Financial & legal assistance,"Eliminate new code requirements, residents are dealing with enough and they don't have unlimited funds for new code upgrades. Let residents build at a minimum to what they had before without all the bureaucracy. The city and county already provide massive amounts of 'legal aid' for tenants and illegals there is no need to reinvent the wheel.",Financial Aid Distribution,Residents can't afford new code requirements. Let them rebuild what they had before without costly upgrades. Aid should focus on existing needs.,Oppose Additional Requirements,-16.127914429,-3.234034061,Support Direct Financial Aid
577,Infrastructure & utilities restoration,"Not taking this opportunity to improve all infrastructure in Altadena would be foolish and short sighted. I understand it’s enormously expensive, but I have confidence that if considerable effort is invested into procuring funds, this can be accomplished.",Financial Aid Distribution,"We need funding to improve all of Altadena's infrastructure, not just fire-damaged areas. It's expensive but worth pursuing the resources.",Infrastructure Investment Over Aid,-16.37638092,-5.214814186,Support Direct Financial Aid
682,Financial & legal assistance,Require insurance companies to issue 100% of personal property coverage for completely destroyed homes and 75% for standing homes within the burn zone without inventory lists.,Financial Aid Distribution,"Insurance companies should pay full coverage for destroyed homes and 75% for damaged homes in burn zones, without requiring itemized lists.",Insurance Coverage Requirements,-13.222588539,-0.6698753834,Address Insurance Coverage Gaps
1094,Emergency communication,Watch Duty should be publicly funded,Financial Aid Distribution,Government should fund Watch Duty to provide equal access to wildfire alerts and information.,Public Funding Priority,-17.62298584,-7.140954494,Support Direct Financial Aid
867,Financial & legal assistance,Direct financial assistance to residents. Many are uninsured or those who are will have a GAP in order to rebuild.,Financial Aid Distribution,Provide direct financial aid to residents - many are uninsured or face coverage gaps that prevent rebuilding.,Prioritize Unins,-15.35781765,-1.358636379,Address Insurance Coverage Gaps
863,Prioritize recovery themes,"The mail. I know that's a federal issue but for heavens sake the mail was a mess. 

Let state/county/city items be forwarded. 

I have been fighting with mail for months now. i tried putting a hold on it, but that didn't work. Then i tried forwarding to an accessible mail place, but most government mail isn't allowed to be forwarded so I would apply for help and kept getting notified that I had address issues and would be disqualified from programs etc. I would tell them ""I'm evacuated/displaced and getting mail forwarded"" but it caused a massive issue. It still is causing delays, cancellations, and confusion.",Financial Aid Distribution,"""Government mail can't be forwarded during evacuation, causing me to be disqualified from assistance programs because of address issues.""",Mail Forwarding Barriers,-19.031871796,-7.21307373,Support Direct Financial Aid
991,Housing & rebuilding,"For victims that are still experiencing homelessness we need to rent out a old hotel or a designated hotel for those who have been impacted and unable to afford housing at the current moment !! This will
Help them get on their feet to save money for mortgages and future rebuilding expenses!!",Financial Aid Distribution,"We should provide temporary hotel housing for fire victims who are homeless, helping them save money for rebuilding and future housing costs.",Housing First Aid Priority,-18.068155289,-5.760704517,Support Direct Financial Aid
290,Housing & rebuilding,"A route to ownership should be available for all renters. Passive income landlord arrangements hurt communities by building cheap, flippable homes, overcrowding lots, building in a manner that isn't sensitive to the needs of families and children. If people owned their own property because they had assistance to purchase we'd all be better off.",Financial Aid Distribution,"Renters should receive financial assistance to become homeowners, as this would create better communities than landlord-driven development focused on profit.",Ownership Over Renting,-19.638084412,-4.240662098,Support Direct Financial Aid
777,Financial & legal assistance,"Insurance companies should be held responsible for paying the claims on the policies that they willingly sold to residents in the affected areas.  But we also have to acknowledge that they are beholden to their shareholders and will non-renew or exit CA if they can't make a profit.

It could help to require insurance companies to offer incentives for more fire-resistant construction.  Loosening regulations on the insurance industry is something I'm hesitant to support, but if insurance rates are determined by market forces and not a government commission, it could lead to more companies entering the market which would keep prices in check.  Rates will still be higher, but CA rates are lower than many other states with lower disaster risk.",Financial Aid Distribution,Insurance companies must pay claims but need profit to stay in California. Market-driven rates and incentives for fire-resistant construction could help maintain coverage availability.,Insurance Market Regulation,-12.675164223,-1.847826481,Address Insurance Coverage Gaps
428,Climate & community resilience,Practice the preparedness training.  Offer monetary incentives to those who participate and practice the preparedness drills.,Financial Aid Distribution,Those who participate in preparedness drills should receive monetary incentives as compensation.,incentivize preparedness training,-16.481393814,-5.531892776,Support Direct Financial Aid
282,Prioritize recovery themes,"Permitting costs should be waved. We aren’t building an addition, we are rebuilding our lives after a huge tragedy. Give us a break.",Financial Aid Distribution,"Waive rebuilding permit costs - we're not adding luxuries, we're trying to recover from tragedy.",waive permit costs,-17.603832245,1.65071094,Expedite And Waive Permit Fees
425,Housing & rebuilding,"Renters and homeowners may need real financial assistance, even if they are uninsured or underinsured.",Financial Aid Distribution,"Everyone needs financial help after disasters, regardless of insurance status or whether they rent or own their home.",assistance for all,-18.366357803,-3.609459877,Support Direct Financial Aid
990,Emergency communication,"They needs to be one stop
Shop to assist all victims with counseling housing monetary support and job opportunities!!",Financial Aid Distribution,"Everyone affected needs a centralized location to access financial aid, housing assistance, counseling, and employment help.",Support All Victims,-19.757951736,-5.948949337,Support Direct Financial Aid
760,Economic recovery & small business support,Local business assistance should be spared for those who really need it. We don't need a situation like the PPP loans where the well off ran away with a huge chunk of the pie meant for others.,Financial Aid Distribution,"Financial aid should prioritize truly needy businesses, not repeat PPP loan mistakes where wealthy businesses took resources meant for others.",Need Based Distribution,-11.960298538,-6.267427444,Support Local Small Business Recovery
745,Economic recovery & small business support,"Lets choose the best alternatives in shot AND long run, on the topics we covered specially on the residential-commercial structures AND in the thermal exterior walls coverings. AND work on the grants.",Financial Aid Distribution,We need to work on securing grants and determining how to distribute financial assistance for residential and commercial building improvements.,Prioritize Long Term,-15.520158768,-6.781414509,Support Direct Financial Aid
1051,Economic recovery & small business support,"Rather than tax, tax, tax to create subsidies, let's make it easier for businesses to operate. Cut the red tape. Incentivize them to stay in Los Angeles.",Financial Aid Distribution,Reduce taxes and regulations instead of creating subsidies; incentivize businesses to stay in Los Angeles.,Market Over Subsidies,-19.899175644,-0.8841816783,Support Direct Financial Aid
1168,Housing & rebuilding,should not be assessed for ADU will assist folks to move back to neighborhood faster and/or could assist housing some of the trades needed to rebuild,Financial Aid Distribution,ADU fees should be waived - it would help people return to their neighborhoods faster and provide housing for reconstruction workers.,Prioritize Housing Recovery,-17.539243698,-2.892387867,Support Direct Financial Aid
812,Financial & legal assistance,"Please offer generous assistance programs to homeowners/entities who are confirmed to have lost their homes in the fires. I understand that not everyone can be fully compensated (California does not have the $ for that), but maybe a base, across-the-board $25000-30000 compensation check?",Financial Aid Distribution,"Everyone who lost homes should get baseline compensation of $25,000-30,000, since full compensation isn't financially feasible for California.",equal base compensation,-17.772642136,-7.184332371,Support Direct Financial Aid
652,Housing & rebuilding,"Allowing residents to have ADU's on their property would support transition from interim housing (i.e., hotels, temporary rentals, etc.) to their own property whereby they can then manage their own property again and the rebuilding project of their main home.  Transitioning to the main home upon completion.",Financial Aid Distribution,"ADUs on residents' property could provide temporary housing during rebuilding, letting owners manage their property while transitioning back to their main home.",Housing Support Priority,-17.298547745,-3.790881157,Support Direct Financial Aid
986,Financial & legal assistance,Ensure existing homeowners near affected areas won’t have their insurance skyrocket when their renewals come due.,Financial Aid Distribution,Insurance costs shouldn't skyrocket for homeowners near fire zones when policies come up for renewal.,Insurance Cost Protection,-12.887030602,-2.250097513,Address Insurance Coverage Gaps
609,Economic recovery & small business support,"Grants are essential, but they need to be more accessible to individual people. We’re seeing a lot of money go to “organizations”, but the people need it directly. We don’t need funded services that are difficult to access, we need cash in hand to meet our needs.",Financial Aid Distribution,"Direct cash assistance should go to individuals instead of organizations. People need money in hand, not hard-to-access funded services.",direct individual assistance,-20.871522903,-3.6070292,Support Direct Financial Aid
1061,Prioritize recovery themes,"When it comes to managing dollars, people want to see the overall dollars being distributed via programs. 

If there's 10,000 homes and businesses burnt, and we have $6B collectively raised for every single program from mental health to temporary housing, to environmental cleanups...

That's nearly $600,000 per structure on top of their insurance payments. If that's the case, just give them the bulk of the money and let the communities self organize and solve their repair. Pool a portion of the money into local government accounts for things like rebuilding schools and repairing sidewalks. 

If the number is much much less, like $1B, mostly not cash, and not all available today, then fine build it all out slowly with programs.",Financial Aid Distribution,"""Just give people the bulk of disaster money directly and let communities organize repairs themselves, while pooling some for public infrastructure rebuilding.""",funding transparency needed,-19.197715759,-2.321567535,Support Direct Financial Aid
1008,Infrastructure & utilities restoration,"I'm happy to chip in my share of taxes towards rebuilding, especially in Altadena where the residents are not nearly as rich as in the Palisades. But the lion's share of the costs need to be paid by the people who want to live in these dangerous fire zones.",Financial Aid Distribution,"Those living in fire zones should pay most rebuilding costs, though I'd support tax assistance for less wealthy areas like Altadena.",Support Need-Based Aid,-15.913049698,-5.054198742,Support Direct Financial Aid
672,Climate & community resilience,"Reduce permit fees 
Assist in the rebuild reduce cost of supplies to help",Financial Aid Distribution,"Reduce permit fees and costs of supplies, and provide rebuilding assistance to help those affected.",reduce financial burden,-17.597581863,1.255392909,Expedite And Waive Permit Fees
707,Financial & legal assistance,Everyone who lost their homes in the fires deserves assistance regardless of legal status.,Financial Aid Distribution,"Everyone deserves financial help after losing their home in the fires, regardless of immigration status.",equal assistance distribution,-18.603965759,-6.772984028,Support Direct Financial Aid
698,Economic recovery & small business support,"Please hire local people in Los Angeles for available jobs. The job market is challenging right now, and our tax dollars should be used to help our own community find work while recovering.",Financial Aid Distribution,Local tax dollars should fund jobs for LA residents during recovery - we need work opportunities in our own impacted community.,Local Employment Priority,-12.31990242,-5.068938732,Support Local Small Business Recovery
925,Climate & community resilience,"Since Trump has blamed California for not engaging in forest management, could we request funding for clearing dead brush AND downed trees that are still not cleaned up from that big wind event. Generate jobs that way.",Financial Aid Distribution,"We need funding for brush clearing and tree removal, which could create local jobs, but federal assistance is being withheld over forest management disputes.",funding for management,-17.073049545,-7.778126717,Support Direct Financial Aid
591,Financial & legal assistance,"Insurance is the main financial driver in recovery. our insurance department, in the last decade has done very little to refine and make the claims process better for citizens.

Making claims more transparent, making policies which make more sense, it isn't rocket science.

90% of folks end up underinsured. Not an accident. A failed system.

When HO3 policies are approved in this state - the Dept should force companies to reveal their claims process and then hold them to it after a disaster.",Financial Aid Distribution,"Insurance claims are intentionally complex and opaque, leaving 90% of homeowners underinsured. The state needs to enforce transparency and accountability from insurance companies.",Insurance System Failure,-13.716062546,0.2574257851,Address Insurance Coverage Gaps
421,Financial & legal assistance,The burn map cannot be used to determine eligibility. There are thousands of residents displaced due to smoke/soot/ash damage that are within the 250 yard health advisory boundary of the burn and they aren’t eligible for assistance because they aren’t in the burn area even though they are just as displaced and have lost all their interior contents. We’re being hung out to dry.,Financial Aid Distribution,"Residents just outside burn zones suffer same smoke damage and displacement but are denied aid, while those within burn area receive assistance.",Beyond Burn Zone,-18.188613892,-6.79506731,Support Direct Financial Aid
564,Financial & legal assistance,"People lost their homes, jobs, and were displaced. This country gives MILLIONS OF DOLLARS to other countries. We can use some of that money!",Financial Aid Distribution,We send millions in foreign aid while our own fire victims struggle without homes and jobs. That money should help Americans first.,Aid For Americans First,-18.43107605,-6.800625324,Support Direct Financial Aid
1173,Financial & legal assistance,new code requirements.  go back to the 2010/2012 code requirements.  we can't afford today's requirements and they don't work for this massive rebuild.,Financial Aid Distribution,We can't afford current building code requirements for rebuilding. Return to older codes to make reconstruction financially feasible.,Affordability Versus Requirements,-16.607469559,-2.363930225,Support Direct Financial Aid
821,Prioritize recovery themes,"Things to be addressed first in recovery:
1- Priority #1: Make sure all toxic debris has been cleared out (including charred structures, cars, and flora/trees). There should also be thorough environment analysis of the topsoil in: PP, Malibu, and Altadena- to make sure there are no toxins hiding in the ground that could lead to increased cancer rates in the future.
2-Secondary priority: Make sure that current occupants/tenants/homeowners DO NOT LOSE THEIR HOMES. Mandatory moratorium on mortgage payments and rent for the rest of 2025. People should not be made to pay for property that is burned out. 
3-Teritary priority: Generous assistance for home insurance policyholders as they attempt to rebuild (maybe ~$50k per household?)",Financial Aid Distribution,"Insurance holders deserve rebuilding assistance, but we must ensure renters and homeowners don't lose homes through mandatory mortgage and rent moratoriums.",prioritize toxic cleanup,-17.214323044,-4.590919971,Support Direct Financial Aid
871,Housing & rebuilding,Government should step in above greedy developers to help survivors. There is no better time than now to start community land trusts while also building community public housing that serves everyone.,Financial Aid Distribution,"Government aid should prioritize survivors' needs over developers, using funds to create community land trusts and public housing for all.",Government Over Private,-17.345737457,-5.994903088,Support Direct Financial Aid
1196,Financial & legal assistance,Agree. Our lender said any kind of forbearance or deferment would result in a re-negotiation of the entire loan. This is not helpful.,Financial Aid Distribution,"Lender said forbearance or loan deferment would force entire loan renegotiation, which isn't helpful for disaster recovery.",Loan Assistance Barriers,-17.629934311,-5.515100479,Support Direct Financial Aid
1211,Financial & legal assistance,The underinsured and uninsured need a lot more help. Also we need grants for rebuilding smaller commercial property and to help small businesses.,Financial Aid Distribution,"Small businesses, underinsured, and uninsured people need more financial assistance and grants to rebuild after disasters.",Prioritize Underins,-16.000864029,-1.116600275,Address Insurance Coverage Gaps
855,Financial & legal assistance,"AS a tenant in Santa Monica I was flat out of luck. I just had to move out of my unit two weeks ago because the owner was refusing to do the needed ash mitigation and refused to speak about it. Because I was 1 block outside ""the fire zone"" I didn't qualify for help even though had an apartment filled with ash. Fights with landlord ensued and there was no protection from eviction.

Nearby communities are impacted too. I get that the line has to be drawn somewhere but this is ridiculous.

So exhausted with having had a huge impact but no help because I am one block out of zone and had an apartment.

I have some ALE but it took a long while to kick in and I had no idea how to navigate it. I still need help understanding how insurance can help",Financial Aid Distribution,"Living one block outside the designated fire zone disqualified me from aid, despite ash damage. Tenants like me need help too.",Tenants Need Protection,-18.603557587,-7.173980236,Support Direct Financial Aid
736,Financial & legal assistance,Insurance companies must be held accountable for claims. They are in the insurance business. That is a risk reward business. Extreme profit at the expense of people is unacceptable.,Financial Aid Distribution,Insurance companies must pay claims fairly - they profit from risk but shouldn't exploit disaster victims for extreme gains.,Insurance Company Accountability,-13.943748474,0.334653914,Address Insurance Coverage Gaps
922,Prioritize recovery themes,"the insurance commissioner needs to step up their game and work with the legislature to change some rules.  If an insurance company offers homeowners insurance in another state but cancels it here in california, all of their other lines of insurance (renters, auto, life, motorcycle) should not be allowed in the state either. insurance commissioner needs to be certain that premiums are fair, insurance language is exceedingly clear leaving no wiggle room, and that collecting on insurance sure be an automatic and smooth process for the consumer.",Financial Aid Distribution,"Insurance companies should be required to offer homeowners coverage in California if they want to sell any insurance here, and payouts should be automatic and fair.",Insurance Reform Needed,-12.932812691,-0.8387264609,Address Insurance Coverage Gaps
747,Financial & legal assistance,Insurance companies need to make it easier to access ALE while it is unsafe to live in standing homes in the impacted area.,Financial Aid Distribution,Insurance companies should make temporary living expenses more accessible when homes are unsafe but still standing in fire zones.,Insurance Access And Fairness,-12.321157455,-0.987393558,Address Insurance Coverage Gaps
1164,Financial & legal assistance,"We need help. We got no help on January 7th when our town burned down and we are receiving little support now. Banks should be forced to let everyone in these communities to have a safe out and a forbearance for at least 6 months or a year with the balance going on at the end of the loan term. We have been told by chase bank that we will owe 4 months in May, how is this helpful?! The state needs to speak up on our behalf! We pay so much in taxes and for what??",Financial Aid Distribution,"Banks should provide 6-12 month loan forbearance with balance added to end of term. Instead, we're being forced to pay multiple months at once.",Insufficient Financial Support,-17.802995682,-4.497905731,Support Direct Financial Aid
765,Financial & legal assistance,"People were impacted differently. It would be good to review the different segments such as renters, smoked out but still standing, and total loss (among others). Each are experiencing different obstacles and the government could be better prepared in future wildfires by understanding the unique concerns of each.",Financial Aid Distribution,"Financial aid should be tailored to different groups - renters, smoke-damaged homes, and total losses - since each faces unique challenges.",Prioritize Different Segments,-19.509534836,-6.447750092,Support Direct Financial Aid
968,Infrastructure & utilities restoration,I agree that money should not be spent on the monopolization of internet providers like Spectrum or AT&T. Money should go towards local and government infrastructure where able.,Financial Aid Distribution,Money should go to local and government infrastructure instead of being spent on internet provider monopolies like Spectrum and AT&T.,Government Infrastructure Priority,-20.163269043,-2.595170736,Support Direct Financial Aid
1160,Climate & community resilience,The government should be helping homeowners that have homes that are standing to retrofit for fire safety. Codes need to be updated with fire safety at the forefront without any red tape.,Financial Aid Distribution,"Government should help homeowners retrofit homes for fire safety, with streamlined building codes prioritizing fire prevention.",Government Support Homeowners,-15.685149193,-6.134705544,Support Direct Financial Aid
1222,Prioritize recovery themes,The California Fair Plan is failing its policyholders in a big way.,Financial Aid Distribution,Insurance through California Fair Plan is inadequate and failing to properly support policyholders.,Insurance System Failing,-13.727257729,-1.2180022,Address Insurance Coverage Gaps
1207,Economic recovery & small business support,Small business owners should be able to qualify for grants and local business assistance. Government must be critical of tracking the funds and making sure it's going to the correct hands.,Financial Aid Distribution,"Small businesses deserve disaster grants, but government must carefully track funds to ensure aid reaches the right recipients.",Prioritize Business Recovery,-11.064080238,-4.664761543,Support Local Small Business Recovery
930,Prioritize recovery themes,"Insurance company made a lot of $$$$$ now they are leaving, asking for any nonsense or single bs details about any property even a shadow of a roof is a denial for them.
We need more effort from the insurance commissioner
Not just for Homeowners 
Bussines Owners, Worker's Compensation and all those insurance we normally paid e every single day/month.
We need a specific rule for these and everything about the insurance Bussines network..",Financial Aid Distribution,"Insurance companies deny claims over minor details while abandoning coverage. We need stronger insurance commissioner oversight for homeowners, businesses, and workers.",Insurance Fairness Neede,-13.733512878,-0.9163585901,Address Insurance Coverage Gaps
1071,Debris removal & environmental recovery,"This is a critical role of government but it needs to be done in a way that ensures safety and safe removal of toxic debris. This also needs to be done in a way that treats all communities equitably (not wealthy neighborhoods first), and with an environmental justice lens",Financial Aid Distribution,"Assistance must be distributed equitably across all communities, not prioritizing wealthy neighborhoods first, while maintaining safety standards for toxic debris removal.",equitable distribution prioritized,-18.397388458,-1.987414837,Support Direct Financial Aid
869,Prioritize recovery themes,"Clean the debris FAST. Waive permit fees for the people who are rebuilding, whether that means like for like or smaller or bigger than what they had. Direct GRANT to homeowners.",Financial Aid Distribution,"Waive permit fees for rebuilding and provide direct grants to homeowners, regardless of whether they rebuild same size or different.",Prioritize Direct Assistance,-17.1668396,0.6931681037,Expedite And Waive Permit Fees
971,Financial & legal assistance,"We need expertise and help to fire harden our whole community, not just encouraging a few people with the money to do it. Also we can't insure our way out of this. Insurance companies will leave if they don't make a profit and the state can't afford to take their place with the pace and severity of disasters. Education, fire audits, financial assistance. Community immunity.",Financial Aid Distribution,"Fire hardening should be community-wide, not just for those who can afford it. We need financial assistance to protect everyone, not just wealthy homeowners.",Community-wide Financial Support,-16.505687714,-6.213263035,Support Direct Financial Aid
