COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,LLM_SUMMARY,UMAP_1,UMAP_2,SUBCATEGORY
741,Prioritize recovery themes,"We live in a place that has fire vegetation that needs to have fire in order to replant. The more suppression you do, the worse the consequence. We need to find a way to balance. We need to ensure that housing goes to people and not corporations. We need to put the human back in humanity. No one should have to go bankrupt to sleep somewhere. Remove the double rents for renters affected by the fires. So many people are going to be sick and die from the toxins, we need to be ready.",Financial Aid Distribution,We must balance natural fire cycles while protecting housing affordability. The system needs more humanity - stop double-charging fire-affected renters and prepare for health impacts from toxic exposure.,0.294930965,9.70540905,Government Assistance for Rebuilding
716,Financial & legal assistance,Provide private adjusters at no cost for people with the holdout companies on personal property. There are not enough reputable affordable adjusters and many are scammers.,Financial Aid Distribution,"Need free, trustworthy private adjusters to help deal with difficult insurance companies. Too many scammers out there and legitimate adjusters are hard to find and expensive.",0.907655776,6.013681412,Government Assistance for Rebuilding
559,Emotional & mental health support ,Support that can be utilized online and that is not connected to church organizations feels incredibly necessary. I know people who didn't go to certain outreach/donation locations because of church affiliations. So private counseling options or ones offered by broad-based community organizations would be incredible.,Financial Aid Distribution,"Need secular mental health support accessible online. Some people avoid church-affiliated services, so private or community-based counseling would be more helpful and inclusive.",11.52944946,-12.00420189,Increased Mental Health Support
1094,Emergency communication,Watch Duty should be publicly funded,Financial Aid Distribution,We need public funding for Watch Duty - it's an essential emergency communication tool that everyone relies on during fires.,2.576500654,6.210495949,Government Assistance for Rebuilding
307,Economic recovery & small business support,I donate my time going around pick up garbage people dump I get paid nothing to me that's fine when kids on the bus come and thank you and when kids are in a safe clean place they can explore it more to me than any amount of money in the world.however it would be great to be able to go to a house that you can call home and shower without worrying about if you have to go.thank you wanda.,Financial Aid Distribution,"I volunteer cleaning up trash to keep areas safe for kids, which means more than money. But having stable housing and basic needs would help me continue this community work.",-1.490819097,10.44178009,Government Assistance for Rebuilding
290,Housing & rebuilding,"A route to ownership should be available for all renters. Passive income landlord arrangements hurt communities by building cheap, flippable homes, overcrowding lots, building in a manner that isn't sensitive to the needs of families and children. If people owned their own property because they had assistance to purchase we'd all be better off.",Financial Aid Distribution,"Rental properties prioritize profit over quality and community needs. If renters had assistance to become homeowners, we'd have better-built homes and stronger neighborhoods that work for families.",1.443529487,10.11048031,Government Assistance for Rebuilding
777,Financial & legal assistance,"Insurance companies should be held responsible for paying the claims on the policies that they willingly sold to residents in the affected areas.  But we also have to acknowledge that they are beholden to their shareholders and will non-renew or exit CA if they can't make a profit.

It could help to require insurance companies to offer incentives for more fire-resistant construction.  Loosening regulations on the insurance industry is something I'm hesitant to support, but if insurance rates are determined by market forces and not a government commission, it could lead to more companies entering the market which would keep prices in check.  Rates will still be higher, but CA rates are lower than many other states with lower disaster risk.",Financial Aid Distribution,"Insurance companies must honor policies but need incentives to stay in California. Market-based rates and rewards for fire-resistant construction could help, even if it means higher premiums.",-0.149849534,5.690993309,Government Assistance for Rebuilding
428,Climate & community resilience,Practice the preparedness training.  Offer monetary incentives to those who participate and practice the preparedness drills.,Financial Aid Distribution,We need incentives to get people to actually participate in emergency preparedness drills and training. That would help our community be better prepared.,3.823074102,7.052914143,Government Assistance for Rebuilding
990,Emergency communication,"They needs to be one stop
Shop to assist all victims with counseling housing monetary support and job opportunities!!",Financial Aid Distribution,We need a centralized resource center that provides all essential support services - from counseling to housing to jobs - for wildfire victims in one place.,3.304973125,5.281391621,Government Assistance for Rebuilding
745,Economic recovery & small business support,"Lets choose the best alternatives in shot AND long run, on the topics we covered specially on the residential-commercial structures AND in the thermal exterior walls coverings. AND work on the grants.",Financial Aid Distribution,"Need better options for rebuilding both homes and businesses, especially regarding exterior wall materials. Want help accessing grant funding for reconstruction.",4.119925976,8.540354729,Government Assistance for Rebuilding
1168,Housing & rebuilding,should not be assessed for ADU will assist folks to move back to neighborhood faster and/or could assist housing some of the trades needed to rebuild,Financial Aid Distribution,Want ADU permit fees waived to speed up neighborhood recovery - could help both returning residents and house workers needed for rebuilding efforts.,2.79462719,11.80775833,Government Assistance for Rebuilding
812,Financial & legal assistance,"Please offer generous assistance programs to homeowners/entities who are confirmed to have lost their homes in the fires. I understand that not everyone can be fully compensated (California does not have the $ for that), but maybe a base, across-the-board $25000-30000 compensation check?",Financial Aid Distribution,"Need base-level financial compensation for confirmed home losses - suggest $25,000-30,000 per household, even if full compensation isn't possible given California's budget constraints.",1.290226579,6.539599419,Government Assistance for Rebuilding
652,Housing & rebuilding,"Allowing residents to have ADU's on their property would support transition from interim housing (i.e., hotels, temporary rentals, etc.) to their own property whereby they can then manage their own property again and the rebuilding project of their main home.  Transitioning to the main home upon completion.",Financial Aid Distribution,"Want to build ADUs on our properties so we can live there while rebuilding our main homes, instead of staying in hotels. Would help us manage reconstruction better.",2.702917576,11.68889141,Government Assistance for Rebuilding
1008,Infrastructure & utilities restoration,"I'm happy to chip in my share of taxes towards rebuilding, especially in Altadena where the residents are not nearly as rich as in the Palisades. But the lion's share of the costs need to be paid by the people who want to live in these dangerous fire zones.",Financial Aid Distribution,"Willing to contribute tax money for rebuilding, especially in less wealthy Altadena, but believe primary financial responsibility should fall on those choosing to live in high-risk fire areas.",2.106586456,8.99379158,Government Assistance for Rebuilding
698,Economic recovery & small business support,"Please hire local people in Los Angeles for available jobs. The job market is challenging right now, and our tax dollars should be used to help our own community find work while recovering.",Financial Aid Distribution,"Want recovery funds to prioritize hiring local LA residents for available jobs, since our community is struggling and our tax dollars should support local employment opportunities.",16.52796936,5.765813828,Support Local Businesses Recovery
591,Financial & legal assistance,"Insurance is the main financial driver in recovery. our insurance department, in the last decade has done very little to refine and make the claims process better for citizens.

Making claims more transparent, making policies which make more sense, it isn't rocket science.

90% of folks end up underinsured. Not an accident. A failed system.

When HO3 policies are approved in this state - the Dept should force companies to reveal their claims process and then hold them to it after a disaster.",Financial Aid Distribution,"Frustrated with insurance system's lack of transparency and reform. Claims process is difficult, policies are confusing, and most people are underinsured. Insurance companies need more oversight and accountability.",-0.769782722,5.098008156,Government Assistance for Rebuilding
564,Financial & legal assistance,"People lost their homes, jobs, and were displaced. This country gives MILLIONS OF DOLLARS to other countries. We can use some of that money!",Financial Aid Distribution,Frustrated that government sends millions in foreign aid while fire victims struggle with displacement and losses. That money should help our own communities recover instead.,1.362077355,6.934341908,Government Assistance for Rebuilding
1173,Financial & legal assistance,new code requirements.  go back to the 2010/2012 code requirements.  we can't afford today's requirements and they don't work for this massive rebuild.,Financial Aid Distribution,"Frustrated that current building codes are too expensive for wildfire rebuilding efforts. Want to revert to 2010/2012 codes, as newer requirements are financially burdensome and imp",4.611970425,9.156238556,Government Assistance for Rebuilding
949,Financial & legal assistance,"The entire insurance system in California should be completely reimagined. There must be a system that is accessible, cannot be canceled or reduced based on statewide costs and mandates and is sustainable over time.",Financial Aid Distribution,"Insurance system needs total overhaul to be more accessible, stable and sustainable. Current system isn't working for California wildfire victims with its cancellations and cost issues.",-0.030182855,5.549244404,Government Assistance for Rebuilding
1164,Financial & legal assistance,"We need help. We got no help on January 7th when our town burned down and we are receiving little support now. Banks should be forced to let everyone in these communities to have a safe out and a forbearance for at least 6 months or a year with the balance going on at the end of the loan term. We have been told by chase bank that we will owe 4 months in May, how is this helpful?! The state needs to speak up on our behalf! We pay so much in taxes and for what??",Financial Aid Distribution,Frustrated by lack of support after losing home. Banks should be required to offer loan forbearance for 6-12 months. Chase demanding four months' payment - it's unfair given,1.372675061,7.088092804,Government Assistance for Rebuilding
765,Financial & legal assistance,"People were impacted differently. It would be good to review the different segments such as renters, smoked out but still standing, and total loss (among others). Each are experiencing different obstacles and the government could be better prepared in future wildfires by understanding the unique concerns of each.",Financial Aid Distribution,"Need better understanding of how different groups (renters, smoke-affected, total loss) face unique financial challenges after fires. Would help government provide more targeted assistance in future disasters.",0.835008383,8.106722832,Government Assistance for Rebuilding
968,Infrastructure & utilities restoration,I agree that money should not be spent on the monopolization of internet providers like Spectrum or AT&T. Money should go towards local and government infrastructure where able.,Financial Aid Distribution,We should prioritize funding for local and government infrastructure improvements rather than supporting large internet service providers who already dominate the market.,2.326928854,7.826654434,Government Assistance for Rebuilding
1160,Climate & community resilience,The government should be helping homeowners that have homes that are standing to retrofit for fire safety. Codes need to be updated with fire safety at the forefront without any red tape.,Financial Aid Distribution,"We need government support to retrofit existing homes for fire safety, with streamlined building codes that prioritize fire protection without bureaucratic obstacles.",3.66031599,8.634712219,Government Assistance for Rebuilding
1207,Economic recovery & small business support,Small business owners should be able to qualify for grants and local business assistance. Government must be critical of tracking the funds and making sure it's going to the correct hands.,Financial Aid Distribution,"We need grants and assistance for small businesses affected by fires, but with strict oversight to ensure funds reach legitimate business owners who truly need help.",16.12081337,7.945603371,Support Local Businesses Recovery
971,Financial & legal assistance,"We need expertise and help to fire harden our whole community, not just encouraging a few people with the money to do it. Also we can't insure our way out of this. Insurance companies will leave if they don't make a profit and the state can't afford to take their place with the pace and severity of disasters. Education, fire audits, financial assistance. Community immunity.",Financial Aid Distribution,"We need community-wide fire hardening, not just individual efforts. Insurance isn't sustainable with increasing disasters. We need education, fire audits, and financial help for collective protection.",1.647813082,6.039534569,Government Assistance for Rebuilding
888,Financial & legal assistance,Invest in Community Land Trusts. Rebuild affordable housing for all. Protect the most vulnerable. Housing is a human right.,Financial Aid Distribution,We need Community Land Trusts and affordable housing to protect vulnerable residents after fires. Everyone deserves a safe place to live.,1.743651748,9.57084465,Government Assistance for Rebuilding
1030,Financial & legal assistance,Standing aside doesn't seem to be working. These insurance companies don't want to pay out anything and someone has got to twist their arm.,Financial Aid Distribution,Insurance companies are refusing to pay claims and need to be pressured to provide proper compensation - we can't just stand by and let them avoid payouts.,-1.105387092,5.871597767,Government Assistance for Rebuilding
1186,Emergency communication,Connecting residents with resources is clearly a huge gap in the current landscape. Support and safety net services are siloed and difficult to follow and access,Financial Aid Distribution,Frustrated that emergency resources and support services are disconnected and hard to navigate. The system is too fragmented to effectively help residents during crises.,2.867697239,5.675326347,Government Assistance for Rebuilding
1158,Debris removal & environmental recovery,There should not be so many road blocks for a tax paying citizen that has lost EVERYTHING to remove the toxic ash from their property!! Why is the city sitting on so many ROE firms and denying permits for private companies??,Financial Aid Distribution,"Frustrated that city bureaucracy and permit denials are preventing me from clearing toxic debris from my property, despite being a taxpayer who lost everything in the fire.",-2.240321398,9.780105591,Government Assistance for Rebuilding
565,Economic recovery & small business support,There should be more grants and employment opportunities for people who have been displaced and lost jobs. We are struggling and no one seems to care. The state seems to have moved on.,Financial Aid Distribution,Frustrated by lack of financial support and job opportunities after wildfire displacement. Feel abandoned by state government that has moved on while we're still struggling to recover.,15.81518459,8.001034737,Support Local Businesses Recovery
1035,Prioritize recovery themes,This was needed even before the fires! Realtors won't help.,Financial Aid Distribution,Housing assistance and realtor support were problems before the fires and remain a major concern now - we need better systems in place.,0.533613265,9.038135529,Government Assistance for Rebuilding
572,Prioritize recovery themes,"It is especially concerning for people who are of retirement age and/or elderly.

For a company to abandon a customer of so many years like you have been must almost feel like getting caught up in a Ponzi scheme.

We can all understand, the risk/reward profile is not favorable for them and why they want to divest themselves of California policies.

Special consideration should be made for those who have been loyal customers and are past the age where they can start over.",Financial Aid Distribution,"Elderly and retired customers deserve special consideration after years of loyalty. At our age, we can't just start over when insurance companies abandon California due to risks.",-1.227513909,7.054662704,Government Assistance for Rebuilding
959,Emergency communication,City (Palisades) & County (Eaton) Fire Websites AND one-stop office for those not on Internet.,Financial Aid Distribution,Need both online and physical locations for fire information - websites aren't enough since not everyone has internet access.,3.829938889,5.148082256,Government Assistance for Rebuilding
314,Financial & legal assistance,state farm is trying to resist paying out and is claiming that in order to get 50% payout now we have to sign a form that in 36 months they are no longer liable to pay more. they also are requiring a list of all private property even if house is complete loss.,Financial Aid Distribution,"Insurance company forcing us to sign away future claims to get partial payout now, and demanding detailed property lists despite total home loss. They're making this unnecessarily difficult.",-1.390091658,6.124386311,Government Assistance for Rebuilding
1190,Financial & legal assistance,Legal aid to help those affected navigate the overly complex world of insurance and permits for building is incredibly important and necessary to support community and prevent investors from controlling the market.,Financial Aid Distribution,Need legal support to deal with complex insurance claims and building permits - this helps our community rebuild and keeps predatory investors from taking over.,1.166454554,5.957247734,Government Assistance for Rebuilding
1245,Financial & legal assistance,"My own grandmother lost her home in the Palisades Fire, so this is hard to say. But if people decide to rebuild in the exact spot their house burned down, the financial risk of repeat fire should should be borne by communities who rebuild in high risk areas. Skyrocketing insurance rates should not be distributed throughout the state to areas that have very low risk of wildfire.",Financial Aid Distribution,"Insurance costs for rebuilding in high-risk fire zones should be shouldered by those communities, not spread across low-risk areas. It's personal - my grandmother lost her home.",1.712515235,8.83143425,Government Assistance for Rebuilding
1334,Economic recovery & small business support,More incentives for businesses to come back. We are still destitute in Paradise CA,Financial Aid Distribution,"Desperately need incentives to attract businesses back to our area. Our community remains economically devastated, similar to what happened in Paradise, California.",14.9020586,7.234628201,Support Local Businesses Recovery
1330,Debris removal & environmental recovery,Coordinate better with the home owners,Financial Aid Distribution,Need better coordination between officials and homeowners during debris cleanup efforts.,-1.970482469,10.06938648,Government Assistance for Rebuilding
1275,Debris removal & environmental recovery,"Test the soil for every property. Find the money to do this. Not everyone can afford soil testing for contaminants, but this will affect everyone’s health long term. Plus it will affect the ground water as contaminants seep into the soil.",Financial Aid Distribution,Soil testing for contaminants is crucial but expensive. We need funding to test all affected properties since contamination threatens everyone's long-term health and groundwater quality.,-1.918037057,8.812602997,Government Assistance for Rebuilding
1316,Debris removal & environmental recovery,"We used FEMA debris remove, but they didn't take away the damaged driveway or damaged walkway or burned trees and we are going to spend our money to finalize the debris removal.  Insurance company's coverage is so limited for Coverage B.  I feel this is not right.",Financial Aid Distribution,"Frustrated that FEMA debris removal excluded damaged driveways, walkways, and burned trees. Having to pay out-of-pocket for remaining cleanup due to limited insurance coverage under Coverage B",-1.460449338,9.839427948,Government Assistance for Rebuilding
1287,Economic recovery & small business support,We need our small businesses to be made whole.,Financial Aid Distribution,Small businesses must receive full compensation and support to recover from wildfire losses.,14.83830261,6.66444397,Support Local Businesses Recovery
1305,Financial & legal assistance,"Fireaid gathered so much money, but much less individual contribution.  They gave organization, but not individual.  We lost our home and we have 2 children and one is a special need...we are the one suffering mentally, financially and physically.",Financial Aid Distribution,"Frustrated that FireAid collected substantial funds but prioritized organizations over individual families like mine. As parents of a special needs child who lost our home, we're struggling on multiple levels.",11.84322357,-13.79586029,Increased Mental Health Support
1295,Housing & rebuilding,"Better coordination is needed between insurance companies and state agencies, so that residents of threatened areas can receive $ for temporary housing BEFORE evacuation is mandatory and can continue to receive it until essential services are restored to their homes. Right now, most people only receive assistance as long as evacuation is mandatory and only until the order is lifted, regardless of whether power, water and other essential services have been restored.",Financial Aid Distribution,"Insurance and government agencies need to provide temporary housing funds before mandatory evacuations and continue support until homes have essential services restored, not just during official evacuation periods.",0.231616914,8.313389778,Government Assistance for Rebuilding
1337,Prioritize recovery themes,We are ONE CA and All utility caused wildfire victims need to be treated equally.,Financial Aid Distribution,"Demanding equal treatment for all California wildfire victims affected by utility-caused fires, regardless of location or specific incident.",0.890562415,8.179048538,Government Assistance for Rebuilding
1279,Prioritize recovery themes,"We need direct help with rebuilding. Seems like only non profits are getting any money, but people who actually need help are being left out. 

LA county needs to address why emergency personnel were told to stand down during the fires. No help with putting out fires nor with helping to evacuate people from their homes. emergency personnel were on the side watching Altadena burn.",Financial Aid Distribution,Frustrated that recovery funds go to nonprofits instead of impacted residents. Concerned about emergency response - personnel watched Altadena burn without helping with firefighting or evacuations.,1.334617257,8.355852127,Government Assistance for Rebuilding
1289,Financial & legal assistance,"One massive issue we had here in Northern CA is that insurance coverage for temporary housing only kicks in when the evacuation order is mandatory. This means that people with fewer financial resources (including seniors) are forced to wait until the very last minute to leave--putting themselves in great danger and making the situation more difficult and dangerous for first responders, as well. And because lodging coverage stops as soon as evac orders are lifted, people here were forced to return to unsafe situations, with no running water, no power and no internet (at a time when kids were still doing remote learning due to COVID). The state needs to be aware of this issue and work with insurance providers to resolve it.",Financial Aid Distribution,"Insurance only covers temporary housing during mandatory evacuations, forcing low-income residents and seniors to delay leaving until the last minute. This puts lives at risk and rushes people back to unsafe conditions.",-0.306279481,7.171136379,Government Assistance for Rebuilding
1339,Financial & legal assistance,"About half of all residents are renters and they are disproportionally affected by disasters and are financially burdened by a system that is designed to extract as much money as possible out of them. Many pay more than 50% of their income just in housing alone. With horrendous policies coming from the federal government, undocumented residents are unfairly targeted and exploited even more than other residents. We should be focusing efforts on equity, social and environmental justice to ensure those who are on the verge of homelessness don't end up being unhoused. We need to promote more low-income and no-income housing in every neighborhood.",Financial Aid Distribution,"Renters face unfair financial burdens during disasters, especially undocumented residents. The system exploits vulnerable people who already struggle with housing costs. We need more affordable housing and equitable",1.422262907,8.541614532,Government Assistance for Rebuilding
1450,Economic recovery & small business support,Need a solid plan for rebuilding. If the people are there business are more likely to reopen. Again low interest rates for business as well as homeowners.,Financial Aid Distribution,"Want clear rebuilding strategy to bring people back to the area, which will help businesses reopen. Low-interest loans needed for both businesses and homeowners.",14.25726795,6.775028706,Support Local Businesses Recovery
1741,Prioritize recovery themes,CA get it together! Why is it always a surprise when a fire takes place? CA government should be required to meet preventative FIRE measures and I am not referring to decades to develop.,Build Faster v. Build Better,Fed up with CA's reactive approach to fires. Government needs to implement immediate preventative measures instead of dragging out planning for years.,9.325644493,8.566583633,Rebuild with fire resilience
1708,Financial & legal assistance,Issues if the residents weren't insured/ underinsured. Making sure they receive timely support for rebuilding/ limited redtape. CA may have more strict building codes based on earthquake/ fire concerns. Ensuring the costs/ codes to build appropriately are still accessible based on the incomes/ avoiding exploitation from real estate corporate entities (Blackrock).,Build Faster v. Build Better,Concerned about underinsured residents getting timely rebuilding support without excessive bureaucracy. Worried that strict building codes and corporate exploitation could make reconstruction unaffordable for many homeowners.,3.155611277,8.675004005,Rebuild with fire resilience
1693,Wildfire prevention prioritization & accountability,"this isn't just for govt officials, it should be baked into building code, zoning, and planning. but not in the typical, gross, broad stroke kinda stupid way the county usually does everything, but in a really smart, focused, well considered way.",Build Faster v. Build Better,"We need smarter, more targeted wildfire prevention built into local building codes and planning - not the county's usual broad, ineffective approach to regulations.",8.887731552,9.842448235,Rebuild with fire resilience
1688,Housing & rebuilding,"people should absolutely be allowed to live on their properties while they rebuild. it's crazy to be paying a mortgage on a property that you can't live on while you figure out how to rebuild your home. there should also be clear public information about what is permittable in the area and the county should be educated about it and required to expedite it. they often give wrong information. last, permitting fees for building new ADU (that weren't there before the fire) should be permanently waived. the cost of permits is often 50% of the total ADU budget.",Build Faster v. Build Better,"Frustrated with paying mortgage while unable to live on property during rebuild. Want clear permitting info, faster processing, and waived ADU permit fees since they're so expensive.",6.548491955,3.273743153,ADU considerations
1669,Debris removal & environmental recovery,Need to test soil before rebuilding,Build Faster v. Build Better,Concerned about soil safety and contamination before reconstruction can begin.,-5.411086559,-0.475874782,Soil testing and environmental recovery
1658,Economic recovery & small business support,"Don't need tax relief as much as streamlining approvals to get businesses back open, and densifying neighborhoods to make small businesses more profitable. Best way to assist local businesses is to get them back open again and as easily accessible as possible.",Build Faster v. Build Better,"Need faster business reopening approvals and denser neighborhoods to help small businesses recover and thrive, rather than just tax relief. Getting businesses operational again is the priority.",-2.354048967,4.57218504,None
1661,Prioritize recovery themes,"Listen. To. The. Insurance. Companies. When a business is reliant on predicting a property's risk of fire damage, and they charge exorbitantly to insure it (or don't insure it AT ALL), people should not be permitted to build housing there. Period.",Build Faster v. Build Better,"Insurance companies' risk assessments should determine where housing is allowed. If they won't insure or charge extreme rates due to fire risk, that's a clear sign building shouldn't be permitted.",6.920534134,7.983072758,Rebuild with fire resilience
1654,Wildfire prevention prioritization & accountability,"Think inline with holding agencies accountable extends to after wildfires. We are seeing little to no approvals for housing reconstruction or repair. Beaucratic lallygagging post-crisis, when people have lost their homes and possessions, is entirely unacceptable",Build Faster v. Build Better,Frustrated by slow bureaucratic response after the fire. Agencies need to be held accountable for delays in housing reconstruction approvals when people have already lost everything.,1.384031773,4.279020786,Streamline rebuilding process
1655,Financial & legal assistance,"The government's attacking insurance, as someone from the southeast US, is strange. Governmental agencies let the city of LA develop and sprawl into high fire-risk areas. Insurance companies, like when people build beachfront homes in hurricane country, jacked up the insurance rates. When an insurance company says an area is dangerous, believe them.

Forcing other taxpayers to supplement a ""wood home in a tinderbox"" is ludicrous. Saying it's the homeowners' fault for having a home in a tinderbox is likewise insane; they aren't fire experts.

The blame for the Palisades fire's destruction lays at the feet of the negligent county, city, and state level officials who allowed people to build/buy homes and root their lives in the line of fire.",Build Faster v. Build Better,"Government officials are responsible for letting development occur in high-risk fire zones, then blaming insurance companies and homeowners when rates spike. We shouldn't have been allowed to build here.",5.285815239,8.240552902,Rebuild with fire resilience
1676,Housing & rebuilding,I believe people should be allowed to live onsite in trailers while they rebuild for practicality reasons,Build Faster v. Build Better,Want to stay in trailers on our property during rebuilding - it's just more practical than being displaced somewhere else while trying to manage construction.,7.418018818,4.750509262,ADU considerations
1651,Wildfire prevention prioritization & accountability,"It seems like a misnomer and false lead to say that wildfire, rather than wildfire risk reduction, can be prevented in the current way we build infrastructure, where land uses are sited, or how humans behave. Effective approaches such as managed retreat and undergrounding of electrical infrastructure are either too costly, too politically charged, or other ""too"" that prevents long-term effective change. It takes some strong political will along with a growth plan (with growth limits) to say that some areas, like repeated burn communities, are off limits to development.",Build Faster v. Build Better,We can't truly prevent wildfires without addressing development in high-risk areas and making costly infrastructure changes. Political will is needed to limit growth in repeatedly burned communities.,2.20465374,12.58365822,Bury power lines
1643,Infrastructure & utilities restoration,"This is a unique opportunity to plan infrastructure in an older part of the city. Might as well do it properly since we have to do it. In addition to the power lines being buried, I'm wondering what thought is being given to runoff to prevent flooding, mudslides, etc. I know there are some sidewalk/street materials that allow water to percolate through them (Tree People would be a great resource) and rain water catchment systems under landscaping (like at Santa Monica College).",Build Faster v. Build Better,"Want to rebuild infrastructure smartly since we have to do it anyway. Beyond burying power lines, we need permeable surfaces and water management systems to prevent flooding and mudslides.",-0.137808502,16.30163193,Bury power lines
1634,Emotional & mental health support ,"Engage all fire victims so they can help create their community. Offer support, listen. Allow them to build a temporary shelter if they want or need to live on their property while rebuilding.",Build Faster v. Build Better,"Need more community engagement and emotional support for fire victims. Want flexibility to stay on our property during rebuilding, even in temporary shelter. Important to feel heard.",6.925283432,5.898055077,None
1619,Housing & rebuilding,"ADUs may allow homeowners to recover an economic loss, but more residents will add to the evacuation problem.   It is not practical or safe to keep adding residence to a community that only has two roads in and out.",Build Faster v. Build Better,"Concerned that allowing ADUs for economic recovery will worsen evacuation challenges in our area, which already has limited road access for the existing population.",7.355338573,1.159190774,ADU considerations
1624,Infrastructure & utilities restoration,Bury all the utility lines!,Build Faster v. Build Better,We need to put utility lines underground to prevent future fire risks and outages.,2.349787235,16.65131378,Bury power lines
1606,Housing & rebuilding,Rebuilding is important - and should be required to reflect the changed nature of our environment and be as resilient as possible,Build Faster v. Build Better,"We need to rebuild, but must ensure new construction meets higher standards for fire resilience to match our changing environmental conditions.",6.200395584,9.643567085,Rebuild with fire resilience
1549,Debris removal & environmental recovery,agree about the haste. I also think city leaders are being motivated significantly by a desire to get things cleared for hosting the LA Olympics. We must not let that desire to be 'ready for  2028' mean that we miss this opportunity to  regenerate and build a healthy city for our children.,Build Faster v. Build Better,Concerned that Olympic preparations are rushing debris removal and recovery efforts. We shouldn't sacrifice long-term environmental regeneration and our children's future just to meet 2028 deadlines.,-2.891195774,0.379573107,Soil testing and environmental recovery
1519,Financial & legal assistance,"Regarding insurance claims and premiums, no one should have any issues at all with insurance claims. Insurance companies should be lowering cost and premiums vs. raising them. When it's a known fact that insurance companies have more money than banks and are collecting around the clock; I find it hard to believe that they are somehow living paycheck to paycheck. Besides, this is the business they chose. If insurance companies want to raise cost, they should be required to provide something more like free legal assistance for tenants and undocumented immigrants. 

New requirements before permitting building of homes and buildings, fire prevention methods and materials required before issuing any permits. City, County, and State level.",Build Faster v. Build Better,"Insurance companies should lower premiums instead of raising them since they're extremely profitable. They should provide free legal help to tenants and immigrants, while requiring better fire prevention in new construction.",2.480081558,8.448880196,Rebuild with fire resilience
1515,Infrastructure & utilities restoration,"Related to the future of water systems as similarly described above - all water systems in fire prone areas should be re-engineered including hydrants and water distribution lines.  Specifically for the protection of homes; all homes should be equipped with roof type sprinkler systems that can be activated to water down roofs and property. Such a system may have prevented the extent of fire damage inflicted. To put that in perspective, no one should ever have to water down their house with a garden hose to prevent a fire from burning it down.",Build Faster v. Build Better,"We need better water infrastructure in fire-prone areas, including upgraded hydrants and mandatory roof sprinkler systems. Using garden hoses to protect homes from wildfires is unacceptable.",10.41979981,11.33231354,Rebuild with fire resilience
1503,Infrastructure & utilities restoration,It would be nice to have the power lines installed underground.  What I've heard is the heavy equipment needed for the debris removal is going to leave the streets and sidewalks damaged.  There should be an effort to rebuild the roads and sidewalks.,Build Faster v. Build Better,Want power lines moved underground. Concerned about heavy equipment damaging streets during debris removal. Need commitment to repair roads and sidewalks afterward.,3.492549181,16.50077629,Bury power lines
1502,Housing & rebuilding,"Please simplify all of this. I never wanted to figure out how to build a home. This needs to be overhauled for all the people you failed. Waive all the fees. Why are we paying you more? What does it go towards? Fire protection lol?? (Sorry to be spicy, but dude.)",Build Faster v. Build Better,Frustrated by complex rebuilding process and fees. Don't understand why we must pay more to the same system that failed to protect us from fire damage.,1.217454553,3.343772173,Streamline rebuilding process
1562,Emergency communication,"In the Palisades having a staging area for lumber and supplies, possibly having a temporary cement factory etc giving the amount of materials that will be needed.",Build Faster v. Build Better,"Need designated staging areas in Palisades for construction materials and supplies to support rebuilding efforts, including possibly setting up temporary material production facilities.",6.208846092,12.43161011,Rebuild with fire resilience
1559,Infrastructure & utilities restoration,"Be sure to underground power.
Be sure to map out speed bumps through out all the communities at the time of redoing all the streets.
Be sure the city does they part in removing all the burnt trees and to trim the remaining ones since they have not done that in years.
Start programs to train high school graduates and others to be plumbers, electricians etc.",Build Faster v. Build Better,"Need underground power lines, better street planning, proper tree maintenance by the city, and vocational training programs to build skilled workforce for infrastructure repairs.",1.095819831,15.49258232,Bury power lines
1547,Prioritize recovery themes,"In times of emergency, we often fall back on the same inefficient routines simply because they’re familiar. But crises should push us to rethink—not repeat—our processes. This is the moment to evaluate, and rebuild smarter on all levels in LA. By focusing on the shortest path to effective solutions, we can not only respond faster but also come out stronger. Let’s not waste this tragedy by defaulting to same ole same ole; now is the time to evolve and emerge better. Change our government inefficiencies, hire locals and build better. I love LA!",Build Faster v. Build Better,"We need to use this crisis to rethink and improve our emergency response systems, not just repeat old routines. Let's hire locally and create more efficient processes.",8.314944267,7.751116753,Rebuild with fire resilience
1483,Infrastructure & utilities restoration,Underground utilities without delay,Build Faster v. Build Better,We need to move power lines underground immediately to prevent future fire risks.,1.048500061,14.58617783,Bury power lines
1476,Infrastructure & utilities restoration,Power lines should be below ground,Build Faster v. Build Better,Underground power lines are needed to prevent future fires and outages.,1.912728429,14.21286488,Bury power lines
1466,Infrastructure & utilities restoration,"Yes, more bike lanes and pedestrian infrastructure could act as a natural fire break.",Build Faster v. Build Better,Want more bike lanes and walking paths - they could serve double duty as firebreaks to help protect our community.,0.757816851,17.8223877,Bury power lines
1592,Housing & rebuilding,Expedited permitting time and the cost of permits for rebuilds should be waived - these rebuilds are not being done by choice but by necessity and a result of government not being prepared and letting an entire community burn to the ground overnight.,Build Faster v. Build Better,Frustrated that rebuilding permits are costly and slow after losing home to fire. Government should waive fees and speed up process since this wasn't our choice but their failure.,1.970665812,2.028264999,Streamline rebuilding process
